Customer_ID,Age,Gender,Income_Level,Marital_Status,Education_Level,Occupation,Location,Purchase_Category,Purchase_Amount,Frequency_of_Purchase,Purchase_Channel,Brand_Loyalty,Product_Rating,Time_Spent_on_Product_Research(hours),Social_Media_Influence,Discount_Sensitivity,Return_Rate,Customer_Satisfaction,Engagement_with_Ads,Device_Used_for_Shopping,Payment_Method,Time_of_Purchase,Discount_Used,Customer_Loyalty_Program_Member,Purchase_Intent,Shipping_Preference,Time_to_Decision,Purchase_Amount_clipped,Purchase_Date,Purchase_Year,Purchase_Month,Purchase_Month_Name,Purchase_DayOfWeek,Purchase_Hour,is_repeat_customer,RFM_segment,Discount_Sensitivity_Bucket,Decision_Speed
61-794-8438,45,Polygender,Middle,Divorced,Bachelor's,Middle,Rakhiv,Health Care,133.04,12,Online,1,3,2.0,High,Not Sensitive,2,6,Unknown,Desktop,Cash,2024-07-07,True,True,Impulsive,Standard,11,133.04,2024-07-07,2024,7,July,Sunday,0,0,Low Value,Not Sensitive,Medium
07-958-2231,27,Female,Middle,Married,Bachelor's,Middle,Tigaherang,Baby Products,335.8,9,Mixed,3,5,1.0,Unknown,Somewhat Sensitive,2,7,Low,Smartphone,Debit Card,2024-02-10,True,False,Wants-based,Standard,5,335.8,2024-02-10,2024,2,February,Saturday,0,0,At Risk,Somewhat Sensitive,Medium
80-277-3242,36,Male,High,Widowed,High School,Middle,Montreuil,Travel & Leisure (Flights,342.39,8,In-Store,1,5,2.0,Low,Very Sensitive,2,3,High,Desktop,Other,2024-01-04,False,False,Need-based,Standard,9,342.39,2024-01-04,2024,1,January,Thursday,0,0,At Risk,Very Sensitive,Medium
44-949-9040,23,Female,High,Divorced,Bachelor's,High,Garibaldi,Health Care,446.86,9,In-Store,2,1,2.0,Unknown,Very Sensitive,0,2,Medium,Desktop,PayPal,2024-11-07,False,False,Wants-based,No Preference,5,446.86,2024-11-07,2024,11,November,Thursday,0,0,Loyal,Very Sensitive,Medium
51-320-2801,27,Female,High,Divorced,Bachelor's,High,Mouquim,Groceries,122.99,12,In-Store,1,5,1.0,High,Very Sensitive,1,8,Unknown,Desktop,Cash,2024-10-03,True,False,Planned,No Preference,1,122.99,2024-10-03,2024,10,October,Thursday,0,0,At Risk,Very Sensitive,Fast
50-510-5119,43,Male,High,Widowed,Master's,High,Montecristi,Beauty & Personal Care,322.4,7,Mixed,4,2,1.0,Medium,Very Sensitive,2,3,Medium,Tablet,Cash,2024-08-07,True,True,Need-based,Express,2,322.4,2024-08-07,2024,8,August,Wednesday,0,0,Potential Loyalists,Very Sensitive,Fast
63-964-6954,19,Female,High,Married,High School,Middle,Prince Albert,Health Care,73.19,5,Mixed,2,5,1.0,Low,Not Sensitive,2,8,High,Smartphone,PayPal,2024-04-11,False,True,Need-based,No Preference,3,73.19,2024-04-11,2024,4,April,Thursday,0,0,Low Value,Not Sensitive,Fast
77-626-7240,25,Male,High,Widowed,Master's,High,Liushun,Food & Beverages,86.39,5,Mixed,4,5,1.0,High,Somewhat Sensitive,1,1,Medium,Desktop,Debit Card,2024-09-09,False,False,Need-based,Standard,7,86.39,2024-09-09,2024,9,September,Monday,0,0,Low Value,Somewhat Sensitive,Medium
75-915-9803,45,Male,High,Widowed,Bachelor's,Middle,Sancha,Baby Products,192.35,11,Mixed,3,5,2.0,High,Not Sensitive,2,1,High,Smartphone,Credit Card,2024-05-08,True,False,Impulsive,Express,11,192.35,2024-05-08,2024,5,May,Wednesday,0,0,Low Value,Not Sensitive,Medium
78-905-2660,36,Female,Middle,Divorced,Bachelor's,High,Damnoen Saduak,Beauty & Personal Care,235.32,7,Online,2,1,1.0,Medium,Very Sensitive,1,10,High,Desktop,PayPal,2024-06-09,False,True,Impulsive,Express,11,235.32,2024-06-09,2024,6,June,Sunday,0,0,Low Value,Very Sensitive,Medium
20-460-9796,47,Female,Middle,Widowed,Master's,High,Liuzuo,Food & Beverages,246.63,8,In-Store,2,3,1.0,Unknown,Somewhat Sensitive,2,3,Unknown,Tablet,Credit Card,2024-04-01,True,False,Impulsive,Express,10,246.63,2024-04-01,2024,4,April,Monday,0,0,Low Value,Somewhat Sensitive,Medium
03-992-3728,26,Bigender,Middle,Married,Bachelor's,High,‘Arad,Groceries,339.32,9,In-Store,2,4,0.0,Medium,Very Sensitive,1,4,High,Tablet,Other,2024-09-05,False,False,Need-based,No Preference,7,339.32,2024-09-05,2024,9,September,Thursday,0,0,Potential Loyalists,Very Sensitive,Medium
24-878-4507,34,Male,High,Divorced,Bachelor's,Middle,Lenart v Slov. Goricah,Clothing,327.05,9,Mixed,5,4,0.0,Low,Somewhat Sensitive,2,3,High,Desktop,Cash,2024-08-06,False,True,Need-based,No Preference,7,327.05,2024-08-06,2024,8,August,Tuesday,0,0,Potential Loyalists,Somewhat Sensitive,Medium
36-632-2460,23,Female,High,Widowed,Bachelor's,Middle,Gweedore,Gardening & Outdoors,131.48,8,Mixed,3,5,0.0,Unknown,Somewhat Sensitive,2,1,Low,Tablet,Credit Card,2024-08-08,True,True,Wants-based,No Preference,12,131.48,2024-08-08,2024,8,August,Thursday,0,0,Low Value,Somewhat Sensitive,Slow
32-799-7704,34,Female,High,Widowed,Master's,High,Przelewice,Health Care,402.86,11,In-Store,3,5,1.0,High,Not Sensitive,0,2,Unknown,Desktop,Cash,2024-09-05,False,False,Impulsive,Standard,8,402.86,2024-09-05,2024,9,September,Thursday,0,0,Potential Loyalists,Not Sensitive,Medium
18-452-1635,19,Female,Middle,Widowed,Bachelor's,Middle,Pasto,Sports & Outdoors,210.58,10,In-Store,5,1,2.0,Low,Somewhat Sensitive,1,3,Low,Tablet,Debit Card,2024-09-12,True,True,Planned,No Preference,8,210.58,2024-09-12,2024,9,September,Thursday,0,0,At Risk,Somewhat Sensitive,Medium
47-710-5471,50,Male,Middle,Single,High School,Middle,Huangtan,Beauty & Personal Care,199.64,11,Online,5,4,1.0,High,Somewhat Sensitive,1,5,High,Desktop,PayPal,2024-09-04,False,True,Planned,Express,8,199.64,2024-09-04,2024,9,September,Wednesday,0,0,At Risk,Somewhat Sensitive,Medium
86-771-9082,20,Male,High,Married,Bachelor's,High,Ugljevik,Sports & Outdoors,401.75,8,Online,3,4,0.3,Unknown,Somewhat Sensitive,1,8,High,Smartphone,PayPal,2024-12-08,False,True,Wants-based,Standard,6,401.75,2024-12-08,2024,12,December,Sunday,0,0,Loyal,Somewhat Sensitive,Medium
46-678-4172,24,Female,Middle,Married,Master's,Middle,Na Chaluai,Luxury Goods,365.88,12,Online,3,3,2.0,Medium,Very Sensitive,0,9,High,Smartphone,Other,2024-11-05,True,False,Need-based,Express,7,365.88,2024-11-05,2024,11,November,Tuesday,0,0,Potential Loyalists,Very Sensitive,Medium
22-234-9315,44,Female,High,Widowed,Bachelor's,High,Miyazu,Jewelry & Accessories,360.92,7,Online,2,1,2.0,Unknown,Very Sensitive,0,9,Low,Smartphone,PayPal,2024-11-10,False,True,Impulsive,Standard,8,360.92,2024-11-10,2024,11,November,Sunday,0,0,Potential Loyalists,Very Sensitive,Medium
37-560-7247,38,Genderqueer,Middle,Married,Master's,High,Gryfów Śląski,Groceries,374.36,4,Online,2,2,0.0,Unknown,Somewhat Sensitive,1,9,Unknown,Smartphone,Other,2024-10-03,False,False,Wants-based,Standard,1,374.36,2024-10-03,2024,10,October,Thursday,0,0,Potential Loyalists,Somewhat Sensitive,Fast
19-344-0102,44,Male,High,Single,Master's,High,Jardin,Home Appliances,459.3,9,Online,4,4,1.0,Unknown,Somewhat Sensitive,2,5,Medium,Desktop,Other,2024-10-09,False,True,Planned,No Preference,1,459.3,2024-10-09,2024,10,October,Wednesday,0,0,Loyal,Somewhat Sensitive,Fast
48-609-7715,43,Female,High,Divorced,Master's,Middle,Aguilares,Jewelry & Accessories,426.89,2,Mixed,5,1,1.0,High,Not Sensitive,1,3,Low,Smartphone,PayPal,2024-11-02,True,False,Wants-based,Express,10,426.89,2024-11-02,2024,11,November,Saturday,0,0,Loyal,Not Sensitive,Medium
13-571-6506,25,Male,Middle,Divorced,Master's,High,Muslyumovo,Animal Feed,365.37,6,Mixed,1,2,1.0,Low,Very Sensitive,1,5,Low,Smartphone,PayPal,2024-07-02,True,True,Wants-based,Express,7,365.37,2024-07-02,2024,7,July,Tuesday,0,0,Potential Loyalists,Very Sensitive,Medium
47-073-6440,21,Female,Middle,Divorced,Master's,High,Taiyuan,Mobile Accessories,487.25,4,Online,3,2,1.0,High,Very Sensitive,0,4,High,Desktop,Cash,2024-10-08,False,False,Wants-based,Standard,1,487.25,2024-10-08,2024,10,October,Tuesday,0,0,Loyal,Very Sensitive,Fast
50-303-1693,29,Female,Middle,Married,High School,High,Chatturat,Baby Products,187.22,10,Online,5,3,0.0,Medium,Very Sensitive,1,4,Low,Desktop,Credit Card,2024-06-04,False,False,Wants-based,Standard,4,187.22,2024-06-04,2024,6,June,Tuesday,0,0,Low Value,Very Sensitive,Fast
82-975-8569,26,Male,High,Widowed,Bachelor's,High,Paris 15,Luxury Goods,128.74,12,Mixed,5,1,1.0,Medium,Somewhat Sensitive,1,8,High,Desktop,PayPal,2024-01-06,False,True,Planned,Standard,1,128.74,2024-01-06,2024,1,January,Saturday,0,0,Low Value,Somewhat Sensitive,Fast
28-764-3337,43,Male,Middle,Divorced,Bachelor's,Middle,Renshan,Electronics,175.65,11,Mixed,4,3,2.0,Low,Not Sensitive,1,7,Unknown,Tablet,Other,2024-12-08,False,True,Wants-based,Express,8,175.65,2024-12-08,2024,12,December,Sunday,0,0,Potential Loyalists,Not Sensitive,Medium
27-613-5005,29,Male,Middle,Widowed,Master's,High,Fresno,Office Supplies,430.9,8,Online,4,5,1.0,High,Not Sensitive,0,6,Unknown,Tablet,Credit Card,2024-06-06,False,False,Wants-based,Standard,11,430.9,2024-06-06,2024,6,June,Thursday,0,0,Potential Loyalists,Not Sensitive,Medium
58-059-8187,27,Male,High,Widowed,High School,Middle,Ozubulu,Health Supplements,207.66,10,In-Store,2,3,1.0,High,Very Sensitive,2,2,Medium,Desktop,Other,2024-07-08,False,True,Wants-based,Standard,8,207.66,2024-07-08,2024,7,July,Monday,0,0,At Risk,Very Sensitive,Medium
66-085-1226,22,Female,Middle,Married,Master's,High,San Pascual,Groceries,432.84,7,Mixed,4,5,2.0,High,Very Sensitive,0,1,High,Tablet,Debit Card,2024-02-05,False,False,Wants-based,No Preference,4,432.84,2024-02-05,2024,2,February,Monday,0,0,Potential Loyalists,Very Sensitive,Fast
48-630-6410,39,Male,High,Divorced,Master's,High,Dom Pedrito,Groceries,438.26,10,In-Store,3,4,1.0,Unknown,Somewhat Sensitive,1,3,Medium,Smartphone,Debit Card,2024-07-04,True,False,Planned,Express,10,438.26,2024-07-04,2024,7,July,Thursday,0,0,Potential Loyalists,Somewhat Sensitive,Medium
15-152-9751,21,Female,High,Married,High School,Middle,Turkestan,Furniture,338.96,10,Online,1,4,2.0,High,Somewhat Sensitive,1,9,High,Desktop,Debit Card,2024-11-04,True,True,Wants-based,Standard,4,338.96,2024-11-04,2024,11,November,Monday,0,0,Potential Loyalists,Somewhat Sensitive,Fast
29-374-1297,33,Non-binary,Middle,Widowed,High School,Middle,Nantes,Animal Feed,444.05,10,Online,5,4,0.0,Low,Not Sensitive,1,8,Medium,Desktop,PayPal,2024-06-04,True,True,Wants-based,Standard,8,444.05,2024-06-04,2024,6,June,Tuesday,0,0,Potential Loyalists,Not Sensitive,Medium
57-372-5969,35,Non-binary,High,Divorced,Master's,High,Bogovarovo,Clothing,442.29,9,Mixed,1,2,0.0,Medium,Somewhat Sensitive,1,2,Low,Tablet,PayPal,2024-09-11,False,False,Planned,Express,13,442.29,2024-09-11,2024,9,September,Wednesday,0,0,Potential Loyalists,Somewhat Sensitive,Slow
37-283-9076,18,Female,Middle,Single,High School,High,Valbo,Furniture,89.6,7,In-Store,5,3,2.0,Unknown,Not Sensitive,1,5,Low,Desktop,Cash,2024-03-10,False,False,Planned,Standard,8,89.6,2024-03-10,2024,3,March,Sunday,0,0,Low Value,Not Sensitive,Medium
05-546-5128,21,Male,Middle,Divorced,Bachelor's,Middle,Clichy,Sports & Outdoors,445.34,9,In-Store,5,2,1.0,Low,Somewhat Sensitive,1,3,High,Tablet,Cash,2024-03-04,True,True,Impulsive,No Preference,3,445.34,2024-03-04,2024,3,March,Monday,0,0,Potential Loyalists,Somewhat Sensitive,Fast
12-851-1771,50,Bigender,High,Married,High School,High,Zhukovo,Electronics,123.73,9,Online,1,4,0.0,High,Not Sensitive,2,5,High,Smartphone,Credit Card,2024-10-07,False,True,Need-based,No Preference,10,123.73,2024-10-07,2024,10,October,Monday,0,0,At Risk,Not Sensitive,Medium
91-532-5399,29,Male,Middle,Single,Master's,Middle,Bucaramanga,Health Supplements,295.75,4,Mixed,1,1,0.0,High,Somewhat Sensitive,1,10,Low,Tablet,Credit Card,2024-12-07,True,True,Need-based,Standard,8,295.75,2024-12-07,2024,12,December,Saturday,0,0,Loyal,Somewhat Sensitive,Medium
89-997-9041,36,Male,High,Widowed,High School,Middle,Kudanding,Office Supplies,358.11,11,Mixed,5,1,0.0,High,Very Sensitive,0,3,High,Desktop,Credit Card,2024-09-03,False,False,Need-based,Standard,11,358.11,2024-09-03,2024,9,September,Tuesday,0,0,Potential Loyalists,Very Sensitive,Medium
26-235-6745,27,Female,High,Widowed,Master's,High,Kyoto,Jewelry & Accessories,63.6,12,Mixed,5,1,0.0,High,Not Sensitive,2,1,Unknown,Desktop,PayPal,2024-02-09,False,True,Wants-based,No Preference,6,63.6,2024-02-09,2024,2,February,Friday,0,0,Low Value,Not Sensitive,Medium
73-434-2308,19,Female,Middle,Married,Master's,High,Guanzhou,Mobile Accessories,388.82,10,Mixed,2,3,0.0,Low,Very Sensitive,0,8,Low,Desktop,Other,2024-09-03,False,False,Need-based,No Preference,6,388.82,2024-09-03,2024,9,September,Tuesday,0,0,Potential Loyalists,Very Sensitive,Medium
00-149-4481,28,Female,High,Divorced,Master's,High,Kabale,Groceries,464.76,2,Mixed,5,1,0.0,Low,Very Sensitive,0,3,Low,Desktop,Debit Card,2024-02-04,False,True,Need-based,No Preference,3,464.76,2024-02-04,2024,2,February,Sunday,0,0,Potential Loyalists,Very Sensitive,Fast
06-767-5206,49,Male,High,Single,Bachelor's,Middle,Mount Darwin,Health Supplements,109.97,4,In-Store,4,4,1.0,Unknown,Very Sensitive,1,5,Unknown,Tablet,Credit Card,2024-08-12,True,False,Wants-based,No Preference,1,109.97,2024-08-12,2024,8,August,Monday,0,0,Low Value,Very Sensitive,Fast
38-943-5744,19,Polygender,High,Married,Bachelor's,High,Carregueira,Jewelry & Accessories,288.15,3,Online,1,4,1.0,High,Somewhat Sensitive,1,4,Medium,Tablet,Cash,2024-08-06,True,False,Impulsive,Standard,13,288.15,2024-08-06,2024,8,August,Tuesday,0,0,Potential Loyalists,Somewhat Sensitive,Slow
33-243-8793,45,Male,Middle,Widowed,High School,High,Semenivka,Luxury Goods,163.4,3,In-Store,3,5,1.0,High,Somewhat Sensitive,2,10,High,Desktop,Cash,2024-07-08,True,False,Planned,Standard,7,163.4,2024-07-08,2024,7,July,Monday,0,0,Low Value,Somewhat Sensitive,Medium
44-715-9594,23,Female,Middle,Widowed,Bachelor's,High,Yakovlevo,Electronics,208.59,3,Mixed,1,1,2.0,Medium,Somewhat Sensitive,0,4,Unknown,Desktop,PayPal,2024-09-03,True,False,Impulsive,Express,1,208.59,2024-09-03,2024,9,September,Tuesday,0,0,At Risk,Somewhat Sensitive,Fast
84-188-6577,39,Male,Middle,Widowed,High School,High,Katav-Ivanovsk,Gardening & Outdoors,163.22,8,Online,5,3,0.0,High,Somewhat Sensitive,1,3,Unknown,Smartphone,PayPal,2024-07-01,False,True,Wants-based,No Preference,8,163.22,2024-07-01,2024,7,July,Monday,0,0,Low Value,Somewhat Sensitive,Medium
19-116-4723,45,Male,High,Married,High School,High,Voznesenskoye,Animal Feed,364.98,7,In-Store,4,1,0.0,Low,Very Sensitive,0,1,Unknown,Desktop,Cash,2024-05-11,True,False,Wants-based,Standard,8,364.98,2024-05-11,2024,5,May,Saturday,0,0,At Risk,Very Sensitive,Medium
58-233-5963,34,Male,High,Single,Bachelor's,High,Gualeguay,Travel & Leisure (Flights,393.09,8,Online,5,3,2.0,Medium,Somewhat Sensitive,0,3,Medium,Tablet,Cash,2024-04-11,False,True,Planned,Standard,1,393.09,2024-04-11,2024,4,April,Thursday,0,0,Potential Loyalists,Somewhat Sensitive,Fast
02-004-0620,32,Male,Middle,Single,Master's,High,Lagoa Seca,Groceries,167.61,2,Online,3,5,1.0,Unknown,Not Sensitive,2,2,Low,Desktop,Other,2024-11-10,True,False,Need-based,No Preference,13,167.61,2024-11-10,2024,11,November,Sunday,0,0,Potential Loyalists,Not Sensitive,Slow
07-395-5818,37,Agender,High,Single,High School,High,Ḩabābah,Clothing,198.89,2,In-Store,2,2,0.0,High,Not Sensitive,0,4,Low,Tablet,Credit Card,2024-01-12,False,False,Impulsive,Standard,1,198.89,2024-01-12,2024,1,January,Friday,0,0,Low Value,Not Sensitive,Fast
07-560-6637,41,Female,Middle,Divorced,Master's,High,Lobuk,Clothing,287.18,7,In-Store,4,5,0.0,Unknown,Not Sensitive,0,1,Unknown,Tablet,Debit Card,2024-03-11,True,False,Planned,No Preference,8,287.18,2024-03-11,2024,3,March,Monday,0,0,At Risk,Not Sensitive,Medium
61-926-1691,32,Male,High,Divorced,High School,Middle,Waiwukak,Office Supplies,162.24,7,In-Store,5,3,1.0,Unknown,Very Sensitive,2,6,Low,Smartphone,PayPal,2024-10-11,False,False,Wants-based,Express,7,162.24,2024-10-11,2024,10,October,Friday,0,0,At Risk,Very Sensitive,Medium
04-052-5592,41,Male,Middle,Widowed,High School,Middle,Xiaqiao,Food & Beverages,144.39,12,In-Store,5,3,2.0,High,Very Sensitive,0,4,Low,Desktop,Cash,2024-06-11,True,True,Impulsive,Standard,12,144.39,2024-06-11,2024,6,June,Tuesday,0,0,Low Value,Very Sensitive,Slow
41-215-6092,37,Female,High,Single,High School,High,Zubūbah,Books,253.37,12,In-Store,2,5,0.0,Unknown,Very Sensitive,0,9,Low,Tablet,Credit Card,2024-05-08,False,True,Planned,Express,6,253.37,2024-05-08,2024,5,May,Wednesday,0,0,Low Value,Very Sensitive,Medium
89-833-7175,43,Male,Middle,Widowed,High School,High,Kęsowo,Animal Feed,209.62,12,Mixed,1,2,1.0,Medium,Very Sensitive,0,7,Medium,Tablet,Other,2024-10-12,True,False,Planned,Standard,9,209.62,2024-10-12,2024,10,October,Saturday,0,0,Potential Loyalists,Very Sensitive,Medium
08-117-9893,49,Male,High,Single,High School,Middle,Colombo,Baby Products,411.62,6,Mixed,2,1,0.0,Medium,Somewhat Sensitive,2,7,Medium,Tablet,PayPal,2024-10-05,True,False,Wants-based,Express,12,411.62,2024-10-05,2024,10,October,Saturday,0,0,Loyal,Somewhat Sensitive,Slow
79-939-2140,41,Male,Middle,Widowed,High School,High,Yishui,Health Care,50.78,6,Online,5,1,1.0,Low,Somewhat Sensitive,1,8,Unknown,Tablet,Debit Card,2024-01-12,False,True,Need-based,Standard,9,54.6317,2024-01-12,2024,1,January,Friday,0,0,Low Value,Somewhat Sensitive,Medium
95-999-0984,33,Male,High,Divorced,Bachelor's,Middle,Nanyaojie,Packages),159.82,2,In-Store,2,1,1.0,High,Very Sensitive,2,8,Medium,Tablet,Cash,2024-12-09,True,True,Planned,No Preference,10,159.82,2024-12-09,2024,12,December,Monday,0,0,Potential Loyalists,Very Sensitive,Medium
38-881-0766,27,Male,Middle,Widowed,High School,Middle,Centenario,Beauty & Personal Care,299.75,12,Mixed,2,5,0.3,Low,Very Sensitive,0,4,Low,Desktop,Credit Card,2024-07-05,False,True,Need-based,No Preference,7,299.75,2024-07-05,2024,7,July,Friday,0,0,Potential Loyalists,Very Sensitive,Medium
51-387-9144,38,Male,High,Single,Master's,Middle,Thị Trấn Cẩm Thủy,Electronics,476.48,8,Online,5,2,1.0,Unknown,Somewhat Sensitive,2,10,High,Desktop,PayPal,2024-07-06,False,True,Impulsive,Express,3,476.48,2024-07-06,2024,7,July,Saturday,0,0,Potential Loyalists,Somewhat Sensitive,Fast
00-520-4376,50,Male,High,Widowed,Bachelor's,Middle,Harembo,Beauty & Personal Care,97.97,2,In-Store,5,5,1.0,Low,Somewhat Sensitive,0,10,Unknown,Desktop,Credit Card,2024-10-03,True,False,Planned,No Preference,1,97.97,2024-10-03,2024,10,October,Thursday,0,0,At Risk,Somewhat Sensitive,Fast
04-809-8989,25,Female,High,Married,High School,Middle,Zhongcun,Furniture,239.28,8,Online,1,4,1.0,Medium,Somewhat Sensitive,2,5,Medium,Tablet,Other,2024-11-08,False,True,Impulsive,No Preference,10,239.28,2024-11-08,2024,11,November,Friday,0,0,Potential Loyalists,Somewhat Sensitive,Medium
45-584-7333,40,Female,High,Widowed,Master's,High,Tabonok,Electronics,370.38,11,In-Store,1,2,1.0,Unknown,Not Sensitive,1,1,High,Desktop,Other,2024-03-04,True,True,Wants-based,No Preference,9,370.38,2024-03-04,2024,3,March,Monday,0,0,At Risk,Not Sensitive,Medium
85-885-6579,50,Male,Middle,Single,Bachelor's,Middle,Tirana,Arts & Crafts,346.58,6,Mixed,5,1,1.0,High,Somewhat Sensitive,0,9,Low,Tablet,Other,2024-06-03,False,False,Impulsive,Express,7,346.58,2024-06-03,2024,6,June,Monday,0,0,At Risk,Somewhat Sensitive,Medium
65-457-2840,24,Male,Middle,Single,High School,Middle,Maralal,Software & Apps,292.64,5,In-Store,1,1,1.0,Unknown,Somewhat Sensitive,2,10,Medium,Tablet,Credit Card,2024-12-06,True,False,Wants-based,Standard,1,292.64,2024-12-06,2024,12,December,Friday,0,0,Loyal,Somewhat Sensitive,Fast
90-602-3583,32,Female,High,Widowed,Bachelor's,Middle,Mocho,Home Appliances,283.78,4,Mixed,2,4,1.2,Unknown,Somewhat Sensitive,0,6,Unknown,Smartphone,Debit Card,2024-08-09,True,False,Need-based,Express,10,283.78,2024-08-09,2024,8,August,Friday,0,0,Potential Loyalists,Somewhat Sensitive,Medium
87-418-1400,39,Male,Middle,Widowed,Bachelor's,High,Taoyuan,Clothing,293.43,9,In-Store,4,4,1.0,Medium,Very Sensitive,0,5,Unknown,Desktop,Cash,2024-07-05,False,True,Need-based,Standard,7,293.43,2024-07-05,2024,7,July,Friday,0,0,Potential Loyalists,Very Sensitive,Medium
73-991-0066,35,Female,High,Single,Bachelor's,Middle,San Marcos de Colón,Baby Products,418.51,6,Online,4,4,2.0,Low,Somewhat Sensitive,2,2,High,Desktop,Credit Card,2024-05-01,False,True,Need-based,Standard,3,418.51,2024-05-01,2024,5,May,Wednesday,0,0,Potential Loyalists,Somewhat Sensitive,Fast
62-273-8089,39,Male,Middle,Single,Master's,Middle,Pokrovka,Health Care,85.03,9,In-Store,5,4,1.0,Medium,Not Sensitive,0,9,High,Smartphone,Credit Card,2024-10-06,True,True,Wants-based,Express,8,85.03,2024-10-06,2024,10,October,Sunday,0,0,At Risk,Not Sensitive,Medium
11-975-9054,33,Male,Middle,Married,High School,High,Cunha,Clothing,388.26,2,Mixed,3,1,1.0,High,Not Sensitive,0,7,Unknown,Smartphone,Credit Card,2024-04-02,False,False,Planned,No Preference,5,388.26,2024-04-02,2024,4,April,Tuesday,0,0,Potential Loyalists,Not Sensitive,Medium
81-604-7906,49,Male,Middle,Divorced,High School,High,Tewulike,Hotels,61.71,6,Mixed,2,5,1.0,Low,Very Sensitive,2,7,Low,Tablet,Cash,2024-10-03,False,False,Impulsive,No Preference,12,61.71,2024-10-03,2024,10,October,Thursday,0,0,At Risk,Very Sensitive,Slow
53-437-2629,42,Male,High,Single,Bachelor's,Middle,Chenguang,Books,411.81,4,Mixed,1,3,1.0,High,Somewhat Sensitive,1,1,High,Smartphone,Cash,2024-04-08,True,True,Planned,Standard,1,411.81,2024-04-08,2024,4,April,Monday,0,0,Potential Loyalists,Somewhat Sensitive,Fast
43-990-6454,33,Female,High,Divorced,Master's,Middle,Qorveh,Jewelry & Accessories,438.42,11,Online,3,2,2.0,Medium,Very Sensitive,0,4,Low,Tablet,Cash,2024-09-10,True,False,Planned,Express,4,438.42,2024-09-10,2024,9,September,Tuesday,0,0,Potential Loyalists,Very Sensitive,Fast
55-570-3804,36,Male,Middle,Widowed,Master's,Middle,Bom Despacho,Luxury Goods,189.97,2,In-Store,2,3,1.0,High,Somewhat Sensitive,0,3,Medium,Smartphone,Credit Card,2024-03-06,True,False,Need-based,Standard,8,189.97,2024-03-06,2024,3,March,Wednesday,0,0,Low Value,Somewhat Sensitive,Medium
29-067-4901,35,Male,High,Divorced,Master's,Middle,Arhust,Health Supplements,227.03,12,Online,2,2,0.0,High,Very Sensitive,2,10,Low,Desktop,PayPal,2024-07-07,True,True,Planned,Standard,2,227.03,2024-07-07,2024,7,July,Sunday,0,0,At Risk,Very Sensitive,Fast
93-957-6269,26,Male,High,Divorced,Bachelor's,Middle,Thaton,Home Appliances,278.49,4,Mixed,5,5,0.0,Low,Somewhat Sensitive,1,5,Low,Smartphone,Credit Card,2024-09-08,True,True,Need-based,Express,8,278.49,2024-09-08,2024,9,September,Sunday,0,0,At Risk,Somewhat Sensitive,Medium
81-225-6647,43,Female,High,Widowed,Bachelor's,High,Changbai,Animal Feed,120.56,5,Online,4,3,2.0,Unknown,Not Sensitive,2,7,Low,Tablet,Debit Card,2024-06-03,False,False,Need-based,Express,7,120.56,2024-06-03,2024,6,June,Monday,0,0,Low Value,Not Sensitive,Medium
64-706-7841,25,Male,High,Divorced,Bachelor's,Middle,Kragan,Gardening & Outdoors,320.94,11,Online,3,3,2.0,High,Not Sensitive,2,10,Unknown,Smartphone,Cash,2024-11-08,False,False,Impulsive,No Preference,10,320.94,2024-11-08,2024,11,November,Friday,0,0,Potential Loyalists,Not Sensitive,Medium
63-808-3641,25,Male,High,Widowed,Bachelor's,Middle,Pointe Michel,Home Appliances,222.61,3,Online,1,2,1.0,Medium,Very Sensitive,1,1,Unknown,Desktop,PayPal,2024-07-03,False,True,Need-based,Standard,3,222.61,2024-07-03,2024,7,July,Wednesday,0,0,At Risk,Very Sensitive,Fast
24-853-1635,20,Female,Middle,Widowed,High School,Middle,Huangjin,Jewelry & Accessories,473.28,5,Online,5,5,1.0,Medium,Very Sensitive,1,9,Unknown,Smartphone,Cash,2024-12-09,False,False,Need-based,Standard,13,473.28,2024-12-09,2024,12,December,Monday,0,0,Loyal,Very Sensitive,Slow
89-392-5002,19,Female,High,Single,Bachelor's,High,Xinqiao,Arts & Crafts,287.95,3,Mixed,2,3,2.0,Unknown,Very Sensitive,2,7,High,Tablet,PayPal,2024-11-12,True,True,Planned,Standard,11,287.95,2024-11-12,2024,11,November,Tuesday,0,0,Potential Loyalists,Very Sensitive,Medium
14-854-9545,45,Agender,Middle,Single,High School,Middle,Karabash,Home Appliances,440.62,8,Mixed,2,2,2.0,Unknown,Very Sensitive,1,3,Medium,Tablet,Debit Card,2024-02-01,True,True,Need-based,Express,6,440.62,2024-02-01,2024,2,February,Thursday,0,0,Potential Loyalists,Very Sensitive,Medium
67-036-4295,50,Female,Middle,Divorced,Master's,High,Montceau-les-Mines,Arts & Crafts,260.14,5,Online,3,2,1.0,Unknown,Somewhat Sensitive,1,7,Low,Smartphone,Other,2024-09-01,True,True,Need-based,Standard,7,260.14,2024-09-01,2024,9,September,Sunday,0,0,At Risk,Somewhat Sensitive,Medium
